1105,ftranhc,TARGET
1113,ltp-deepspace,TARGET
1121,rmpp,TARGET
1123,murray,TARGET
1126,hpvmmdata,TARGET
1130,casp,TARGET
1132,kvm-via-ip,TARGET
1137,trim,TARGET
1141,mxomss,TARGET
1145,x9-icue,TARGET
1147,capioverlan,TARGET
1149,bvtsonar,TARGET
1154,resacommunity,TARGET
1163,sddp,TARGET
1164,qsm-proxy,TARGET
1165,qsm-gui,TARGET
1166,qsm-remote,TARGET
1174,fnet-remote-ui,TARGET
1185,catchpole,TARGET
1187,alias,TARGET
1192,caids-sensor,TARGET
1198,cajo-discovery,TARGET
1213,mpc-lifenet,TARGET
1216,etebac5,TARGET
1217,hpss-ndapi,TARGET
1233,univ-appserver,TARGET
1236,bvcontrol,TARGET
1244,isbconference1,TARGET
1259,opennl-voice,TARGET
1277,miva-mqs,TARGET
1287,routematch,TARGET
1300,h323hostcallsc,TARGET
1301,ci3-software-1,TARGET
1309,jtag-server,TARGET
1322,novation,TARGET
1328,ewall,TARGET
1556,veritas_pbx,TARGET
1583,simbaexpress,TARGET
1594,sixtrak,TARGET
1641,invision,TARGET
1658,sixnetudr,TARGET
1688,nsjtp-data,TARGET
1719,h323gatestat,TARGET
1721,caicci,TARGET
1805,enl-name,TARGET
1812,radius,TARGET
1839,netopia-vo1,TARGET
1875,westell-stats,TARGET
1914,elm-momentum,TARGET
1971,netop-school,TARGET
1972,intersys-cache,TARGET
1974,drp,TARGET
2099,h2250-annex-g,TARGET
2170,eyetv,TARGET
2196,unknown,TARGET
2200,ici,TARGET
2288,netml,TARGET
2366,qip-login,TARGET
2382,ms-olap3,TARGET
2557,nicetec-mgmt,TARGET
2710,sso-service,TARGET
2800,acc-raid,TARGET
2910,tdaccess,TARGET
2920,roboeda,TARGET
2968,enpp,TARGET
